start, 2012-06-18 21:11:57.162, 30
timestamp, sec, x, y, z, m11, m12, m13, m21, m22, m23, m31, m32, m33, heading, heading_acc
2012-06-18 21:11:57.257, 0.000000, 0.024170, -0.030518, -1.063293, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
2012-06-18 21:11:57.262, 0.025669, 0.024628, -0.040192, -1.029678, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
2012-06-18 21:11:57.268, 0.058445, -0.000412, -0.029938, -1.038940, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
2012-06-18 21:11:57.294, 0.089722, 0.018448, -0.048080, -1.011002, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
2012-06-18 21:11:57.322, 0.121003, 0.008789, -0.035477, -0.998291, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
2012-06-18 21:11:57.354, 0.152834, 0.014481, -0.045181, -1.001175, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
2012-06-18 21:11:57.385, 0.184157, 0.015854, -0.057770, -0.969513, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
2012-06-18 21:11:57.416, 0.215569, -0.005844, -0.042664, -1.010361, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
2012-06-18 21:11:57.448, 0.247119, -0.000702, -0.025894, -1.002380, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
2012-06-18 21:11:57.480, 0.278491, 0.008606, -0.020935, -1.046722, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
2012-06-18 21:11:57.512, 0.310741, 0.016891, -0.028503, -1.014984, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
