start, 2012-12-03 21:13:30.551, 30
timestamp, sec, x, y, z, m11, m12, m13, m21, m22, m23, m31, m32, m33, heading, heading_acc
2012-12-03 21:13:30.570, 0.000000, 0.015533, -0.040253, -0.998199, 0.998061, -0.056160, -0.026833, 0.056831, 0.998072, 0.024946, 0.025381, -0.026422, 0.999329, 301.409088, 26.000000
2012-12-03 21:13:30.573, 0.034729, 0.017502, -0.041199, -1.003098, 0.998061, -0.056160, -0.026833, 0.056831, 0.998072, 0.024946, 0.025381, -0.026422, 0.999329, 301.409088, 26.000000
2012-12-03 21:13:30.575, 0.068199, -0.005966, -0.011383, -1.033096, 0.998061, -0.056160, -0.026833, 0.056831, 0.998072, 0.024946, 0.025381, -0.026422, 0.999329, 301.409088, 26.000000
2012-12-03 21:13:30.577, 0.105713, 0.012634, -0.012054, -1.042709, 0.998061, -0.056160, -0.026833, 0.056831, 0.998072, 0.024946, 0.025381, -0.026422, 0.999329, 301.409088, 26.000000
2012-12-03 21:13:30.579, 0.143201, 0.014755, -0.031464, -1.002167, 0.998061, -0.056160, -0.026833, 0.056831, 0.998072, 0.024946, 0.025381, -0.026422, 0.999329, 301.409088, 26.000000
2012-12-03 21:13:30.583, 0.179416, -0.007996, -0.007462, -1.016327, 0.998061, -0.056160, -0.026833, 0.056831, 0.998072, 0.024946, 0.025381, -0.026422, 0.999329, 301.409088, 26.000000
2012-12-03 21:13:30.585, 0.215771, -0.030960, -0.011673, -0.976135, 0.998061, -0.056160, -0.026833, 0.056831, 0.998072, 0.024946, 0.025381, -0.026422, 0.999329, 301.409088, 26.000000
2012-12-03 21:13:30.587, 0.253246, 0.003906, -0.024704, -0.975632, 0.998061, -0.056160, -0.026833, 0.056831, 0.998072, 0.024946, 0.025381, -0.026422, 0.999329, 301.409088, 26.000000
2012-12-03 21:13:30.589, 0.286308, -0.003906, -0.000565, -1.022232, 0.998061, -0.056160, -0.026833, 0.056831, 0.998072, 0.024946, 0.025381, -0.026422, 0.999329, 301.409088, 26.000000
2012-12-03 21:13:30.602, 0.317491, -0.000259, -0.012222, -1.020157, 0.998061, -0.056160, -0.026833, 0.056831, 0.998072, 0.024946, 0.025381, -0.026422, 0.999329, 301.409088, 26.000000
2012-12-03 21:13:30.632, 0.348049, 0.001755, -0.010223, -1.022125, 0.998061, -0.056160, -0.026833, 0.056831, 0.998072, 0.024946, 0.025381, -0.026422, 0.999329, 301.409088, 26.000000
2012-12-03 21:13:30.663, 0.379385, -0.001389, -0.014160, -1.009323, 0.998061, -0.056160, -0.026833, 0.056831, 0.998072, 0.024946, 0.025381, -0.026422, 0.999329, 301.409088, 26.000000
2012-12-03 21:13:30.696, 0.412036, -0.001816, -0.026840, -0.990540, 0.998061, -0.056160, -0.026833, 0.056831, 0.998072, 0.024946, 0.025381, -0.026422, 0.999329, 301.409088, 26.000000
2012-12-03 21:13:30.728, 0.444199, 0.006073, -0.027710, -1.003265, 0.998061, -0.056160, -0.026833, 0.056831, 0.998072, 0.024946, 0.025381, -0.026422, 0.999329, 301.409088, 26.000000
2012-12-03 21:13:30.761, 0.476563, -0.016174, -0.022278, -1.010513, 0.998061, -0.056160, -0.026833, 0.056831, 0.998072, 0.024946, 0.025381, -0.026422, 0.999329, 301.409088, 26.000000
