start, 2012-11-27 15:05:40.438, 30
timestamp, sec, x, y, z, m11, m12, m13, m21, m22, m23, m31, m32, m33, heading, heading_acc
2012-11-27 15:05:40.452, 0.000000, 0.053818, 0.018250, -1.004593, 0.997641, -0.063236, -0.026724, 0.064063, 0.997455, 0.031306, 0.024677, -0.032944, 0.999152, 18.994354, 25.000000
2012-11-27 15:05:40.484, 0.031947, 0.029800, 0.028503, -1.021759, 0.997641, -0.063236, -0.026724, 0.064063, 0.997455, 0.031306, 0.024677, -0.032944, 0.999152, 18.994354, 25.000000
2012-11-27 15:05:40.515, 0.063685, 0.037567, -0.006485, -0.988983, 0.997641, -0.063236, -0.026724, 0.064063, 0.997455, 0.031306, 0.024677, -0.032944, 0.999152, 18.994354, 25.000000
2012-11-27 15:05:40.548, 0.096553, 0.040833, 0.006256, -0.998856, 0.997641, -0.063236, -0.026724, 0.064063, 0.997455, 0.031306, 0.024677, -0.032944, 0.999152, 18.994354, 25.000000
2012-11-27 15:05:40.581, 0.127579, 0.034103, -0.001785, -1.023651, 0.997641, -0.063236, -0.026724, 0.064063, 0.997455, 0.031306, 0.024677, -0.032944, 0.999152, 18.994354, 25.000000
2012-11-27 15:05:40.612, 0.159722, 0.026230, 0.000046, -1.012894, 0.997641, -0.063236, -0.026724, 0.064063, 0.997455, 0.031306, 0.024677, -0.032944, 0.999152, 18.994354, 25.000000
2012-11-27 15:05:40.643, 0.191127, 0.030807, -0.011566, -1.006866, 0.997641, -0.063236, -0.026724, 0.064063, 0.997455, 0.031306, 0.024677, -0.032944, 0.999152, 18.994354, 25.000000
2012-11-27 15:05:40.675, 0.223219, 0.034592, -0.013428, -0.996933, 0.997641, -0.063236, -0.026724, 0.064063, 0.997455, 0.031306, 0.024677, -0.032944, 0.999152, 18.994354, 25.000000
2012-11-27 15:05:40.706, 0.253926, 0.029236, 0.008957, -1.003967, 0.997641, -0.063236, -0.026724, 0.064063, 0.997455, 0.031306, 0.024677, -0.032944, 0.999152, 18.994354, 25.000000
2012-11-27 15:05:40.737, 0.285431, 0.041763, -0.002579, -1.009705, 0.997641, -0.063236, -0.026724, 0.064063, 0.997455, 0.031306, 0.024677, -0.032944, 0.999152, 18.994354, 25.000000
2012-11-27 15:05:40.770, 0.317628, 0.030884, -0.005676, -1.002914, 0.997641, -0.063236, -0.026724, 0.064063, 0.997455, 0.031306, 0.024677, -0.032944, 0.999152, 18.994354, 25.000000
2012-11-27 15:05:40.801, 0.349654, 0.025986, -0.002823, -0.995102, 0.997641, -0.063236, -0.026724, 0.064063, 0.997455, 0.031306, 0.024677, -0.032944, 0.999152, 18.994354, 25.000000
2012-11-27 15:05:40.832, 0.380117, 0.030075, -0.005737, -1.018753, 0.997641, -0.063236, -0.026724, 0.064063, 0.997455, 0.031306, 0.024677, -0.032944, 0.999152, 18.994354, 25.000000
2012-11-27 15:05:40.863, 0.411183, 0.042023, 0.002258, -1.026505, 0.997641, -0.063236, -0.026724, 0.064063, 0.997455, 0.031306, 0.024677, -0.032944, 0.999152, 18.994354, 25.000000
2012-11-27 15:05:40.896, 0.443744, 0.025085, -0.008774, -1.014862, 0.997641, -0.063236, -0.026724, 0.064063, 0.997455, 0.031306, 0.024677, -0.032944, 0.999152, 18.994354, 25.000000
2012-11-27 15:05:40.927, 0.474811, 0.017014, -0.010788, -0.991272, 0.997641, -0.063236, -0.026724, 0.064063, 0.997455, 0.031306, 0.024677, -0.032944, 0.999152, 18.994354, 25.000000
2012-11-27 15:05:40.959, 0.507268, 0.017181, -0.004944, -0.997192, 0.997641, -0.063236, -0.026724, 0.064063, 0.997455, 0.031306, 0.024677, -0.032944, 0.999152, 18.994354, 25.000000
2012-11-27 15:05:40.991, 0.539029, 0.029465, 0.010849, -1.022736, 0.997641, -0.063236, -0.026724, 0.064063, 0.997455, 0.031306, 0.024677, -0.032944, 0.999152, 18.994354, 25.000000
2012-11-27 15:05:41.024, 0.572008, 0.039154, 0.011063, -1.015671, 0.997641, -0.063236, -0.026724, 0.064063, 0.997455, 0.031306, 0.024677, -0.032944, 0.999152, 18.994354, 25.000000
2012-11-27 15:05:41.056, 0.603911, 0.039001, 0.007172, -1.007782, 0.997641, -0.063236, -0.026724, 0.064063, 0.997455, 0.031306, 0.024677, -0.032944, 0.999152, 18.994354, 25.000000
2012-11-27 15:05:41.088, 0.635862, 0.045532, -0.004410, -1.000732, 0.997641, -0.063236, -0.026724, 0.064063, 0.997455, 0.031306, 0.024677, -0.032944, 0.999152, 18.994354, 25.000000
2012-11-27 15:05:41.120, 0.667848, 0.042938, 0.004272, -1.017593, 0.997641, -0.063236, -0.026724, 0.064063, 0.997455, 0.031306, 0.024677, -0.032944, 0.999152, 18.994354, 25.000000
2012-11-27 15:05:41.152, 0.699769, 0.038116, 0.010071, -1.011719, 0.997641, -0.063236, -0.026724, 0.064063, 0.997455, 0.031306, 0.024677, -0.032944, 0.999152, 18.994354, 25.000000
2012-11-27 15:05:41.182, 0.730358, 0.029251, 0.010910, -1.002960, 0.998569, -0.000444, -0.053482, -0.000521, 0.999837, -0.018040, 0.053481, 0.018042, 0.998406, 18.994354, 25.000000
2012-11-27 15:05:41.214, 0.761843, 0.034180, 0.008041, -1.010803, 0.998912, -0.000252, -0.046626, -0.000483, 0.999876, -0.015737, 0.046624, 0.015743, 0.998788, 18.994354, 25.000000
2012-11-27 15:05:41.245, 0.792650, 0.025681, 0.019608, -1.016861, 0.999041, -0.000100, -0.043785, -0.000498, 0.999907, -0.013634, 0.043782, 0.013643, 0.998948, 18.994354, 25.000000
2012-11-27 15:05:41.276, 0.824169, 0.031143, 0.007034, -1.003937, 0.999041, -0.000100, -0.043785, -0.000498, 0.999907, -0.013634, 0.043782, 0.013643, 0.998948, 18.994354, 25.000000
2012-11-27 15:05:41.309, 0.856708, 0.029999, 0.000168, -0.999008, 0.999274, -0.000288, -0.038084, -0.000210, 0.999915, -0.013065, 0.038085, 0.013064, 0.999189, 18.994354, 25.000000
2012-11-27 15:05:41.339, 0.887411, 0.043121, 0.012115, -1.019562, 0.999317, -0.000463, -0.036948, 0.000065, 0.999942, -0.010766, 0.036951, 0.010756, 0.999259, 18.994354, 25.000000
2012-11-27 15:05:41.371, 0.918918, 0.035980, 0.002213, -1.008804, 0.999317, -0.000463, -0.036948, 0.000065, 0.999942, -0.010766, 0.036951, 0.010756, 0.999259, 18.994354, 25.000000
2012-11-27 15:05:41.403, 0.950709, 0.034927, 0.006165, -0.992996, 0.999341, -0.000829, -0.036291, 0.000426, 0.999938, -0.011108, 0.036297, 0.011085, 0.999280, 18.994354, 25.000000
2012-11-27 15:05:41.434, 0.982538, 0.041916, 0.010178, -1.000809, 0.999343, -0.001571, -0.036217, 0.001255, 0.999961, -0.008753, 0.036229, 0.008702, 0.999306, 18.994354, 25.000000
2012-11-27 15:05:41.466, 1.013359, 0.035172, 0.010025, -1.009796, 0.999343, -0.001571, -0.036217, 0.001255, 0.999961, -0.008753, 0.036229, 0.008702, 0.999306, 18.994354, 25.000000
2012-11-27 15:05:41.497, 1.044927, 0.025314, 0.002960, -1.013885, 0.999350, -0.001979, -0.035984, 0.001636, 0.999953, -0.009563, 0.036002, 0.009498, 0.999307, 18.994354, 25.000000
2012-11-27 15:05:41.530, 1.077579, 0.030914, -0.003708, -1.000946, 0.999392, -0.002380, -0.034794, 0.002032, 0.999948, -0.010023, 0.034816, 0.009947, 0.999344, 18.994354, 25.000000
2012-11-27 15:05:41.561, 1.109225, 0.032684, -0.009537, -0.994995, 0.999392, -0.002380, -0.034794, 0.002032, 0.999948, -0.010023, 0.034816, 0.009947, 0.999344, 18.994354, 25.000000
2012-11-27 15:05:41.593, 1.140613, 0.022095, 0.026352, -1.033707, 0.999413, -0.002404, -0.034169, 0.002098, 0.999957, -0.009003, 0.034189, 0.008926, 0.999376, 18.994354, 25.000000
2012-11-27 15:05:41.623, 1.171704, 0.031906, -0.002731, -1.000946, 0.999415, -0.002143, -0.034130, 0.001818, 0.999953, -0.009553, 0.034149, 0.009485, 0.999372, 18.994354, 25.000000
2012-11-27 15:05:41.656, 1.203830, 0.044357, -0.005356, -0.983948, 0.999437, -0.002653, -0.033457, 0.002302, 0.999942, -0.010509, 0.033483, 0.010426, 0.999385, 18.994354, 25.000000
2012-11-27 15:05:41.689, 1.236295, 0.033112, -0.000824, -1.020691, 0.999432, -0.003883, -0.033472, 0.003601, 0.999958, -0.008479, 0.033504, 0.008354, 0.999404, 202.580109, 25.000000
2012-11-27 15:05:41.719, 1.267607, 0.031342, 0.006973, -1.023697, 0.999392, -0.004087, -0.034617, 0.003824, 0.999963, -0.007663, 0.034647, 0.007526, 0.999371, 202.580109, 25.000000
2012-11-27 15:05:41.751, 1.298893, 0.037964, 0.005219, -1.004807, 0.999387, -0.004320, -0.034753, 0.004057, 0.999963, -0.007626, 0.034785, 0.007480, 0.999367, 202.580109, 25.000000
2012-11-27 15:05:41.784, 1.332033, 0.022278, -0.001984, -1.012955, 0.999369, -0.004964, -0.035167, 0.004704, 0.999961, -0.007479, 0.035203, 0.007309, 0.999353, 202.580109, 25.000000
2012-11-27 15:05:41.815, 1.363304, 0.033722, -0.011490, -1.004852, 0.999349, -0.005447, -0.035674, 0.005188, 0.999960, -0.007346, 0.035713, 0.007156, 0.999336, 202.580109, 25.000000
2012-11-27 15:05:41.846, 1.393949, 0.027267, 0.003006, -1.013870, 0.999352, -0.005611, -0.035554, 0.005407, 0.999968, -0.005841, 0.035586, 0.005645, 0.999351, 202.580109, 25.000000
2012-11-27 15:05:41.877, 1.425552, 0.007462, -0.010071, -1.009201, 0.999338, -0.006223, -0.035848, 0.006080, 0.999973, -0.004099, 0.035873, 0.003878, 0.999349, 202.580109, 25.000000
2012-11-27 15:05:41.910, 1.457818, 0.009796, -0.029556, -0.989380, 0.999354, -0.006370, -0.035362, 0.006251, 0.999974, -0.003462, 0.035384, 0.003239, 0.999369, 202.580109, 25.000000
2012-11-27 15:05:41.941, 1.488881, 0.008591, -0.041321, -0.988403, 0.999415, -0.006502, -0.033563, 0.006449, 0.999978, -0.001678, 0.033574, 0.001460, 0.999435, 202.580109, 25.000000
2012-11-27 15:05:41.973, 1.520761, 0.014694, -0.018951, -1.066391, 0.999477, -0.006764, -0.031612, 0.006781, 0.999977, 0.000428, 0.031608, -0.000642, 0.999500, 202.580109, 25.000000
2012-11-27 15:05:42.004, 1.552599, -0.017807, -0.018494, -1.035233, 0.999525, -0.006841, -0.030047, 0.006838, 0.999977, -0.000189, 0.030047, -0.000017, 0.999548, 202.580109, 25.000000
2012-11-27 15:05:42.036, 1.584416, -0.004135, -0.073761, -0.950027, 0.999533, -0.006347, -0.029893, 0.006305, 0.999979, -0.001483, 0.029902, 0.001294, 0.999552, 202.580109, 25.000000
2012-11-27 15:05:42.068, 1.616048, -0.011398, -0.068192, -0.993607, 0.999577, -0.006457, -0.028353, 0.006468, 0.999979, 0.000287, 0.028351, -0.000470, 0.999598, 202.580109, 25.000000
2012-11-27 15:05:42.099, 1.646767, -0.024704, -0.031418, -1.055099, 0.999615, -0.005682, -0.027158, 0.005693, 0.999984, 0.000361, 0.027156, -0.000516, 0.999631, 202.580109, 25.000000
2012-11-27 15:05:42.130, 1.677470, -0.025345, -0.010834, -1.045242, 0.999643, -0.003507, -0.026498, 0.003418, 0.999988, -0.003385, 0.026509, 0.003293, 0.999643, 202.580109, 25.000000
